credit_score,monthly_income,loan_amount,debt_to_income_ratio,employment_stability,late_payment_rate,total_debt_burden,default
472,1641.06,6769,0.2199,7,0.2346,360.85,1
448,2044.31,25883,0.0792,3,0.0032,161.9,1
379,11346.07,14663,0.153,8,0.1907,1735.91,0
512,4221.27,39686,0.2951,6,0.0603,1245.71,0
502,3917.42,38323,0.2059,2,0.1798,806.51,0
528,1655.17,36162,0.0955,0,0.0352,158.13,1
526,6717.19,23852,0.4138,0,0.4086,2779.29,0
831,4503.68,21388,0.6073,0,0.2424,2735.25,0
740,2402.99,34434,0.1768,9,0.1911,424.96,0
701,1966.47,23102,0.2394,2,0.125,470.76,0
346,3434.06,22536,0.0539,4,0.1779,184.96,0
532,8760.0,13355,0.5895,7,0.0978,5164.39,0
604,9518.66,3234,0.0786,7,0.1781,747.97,0
825,5193.73,40103,0.0563,1,0.0513,292.53,0
442,6701.0,32147,0.3117,8,0.0862,2088.59,0
714,1989.37,24659,0.223,8,0.0437,443.69,0
812,5048.15,45271,0.1957,6,0.064,987.75,0
672,5898.04,40127,0.2412,9,0.2989,1422.49,0
558,2396.14,17560,0.5031,4,0.1818,1205.59,0
770,9986.22,47644,0.2037,4,0.0894,2034.63,0
311,2367.64,24088,0.2113,7,0.3777,500.35,1
629,3004.46,3928,0.1917,7,0.0344,576.05,0
657,5376.2,41385,0.0641,4,0.0437,344.88,0
707,5568.31,41382,0.6158,5,0.0393,3428.79,0
672,6307.7,29184,0.2516,5,0.0319,1586.79,0
307,1975.19,21099,0.6541,5,0.0722,1291.9,1
421,9074.22,5274,0.1382,4,0.1152,1253.88,1
647,4544.39,25970,0.2105,8,0.0428,956.5,0
389,4049.5,26744,0.1592,0,0.1366,644.59,1
615,17373.87,38739,0.3975,9,0.001,6905.88,0
477,6894.12,9389,0.2071,2,0.0168,1428.03,0
839,2002.28,18352,0.4032,6,0.1857,807.36,0
340,7151.2,22148,0.4872,8,0.0941,3483.98,1
801,1900.38,32828,0.0945,1,0.4455,179.54,1
444,1611.42,3504,0.2276,3,0.0287,366.77,1
500,3567.55,39774,0.184,7,0.0253,656.48,0
760,21692.21,29743,0.3288,4,0.0742,7131.56,0
846,2268.92,29894,0.0933,7,0.0484,211.77,0
552,5966.83,31995,0.4192,1,0.054,2501.3,0
689,2261.72,41711,0.439,7,0.0411,992.79,0
555,6660.84,18748,0.2959,5,0.1596,1971.24,0
749,4315.65,24100,0.3713,4,0.296,1602.48,0
309,6057.38,34691,0.3976,1,0.2749,2408.51,1
541,2406.97,23981,0.2496,6,0.072,600.8,0
550,6975.84,33708,0.2825,0,0.0814,1970.64,1
304,23221.97,11246,0.3534,5,0.1528,8206.5,1
418,5882.27,46243,0.7017,2,0.0077,4127.59,0
673,4220.77,33486,0.2379,5,0.1596,1003.99,0
364,11764.85,31340,0.2087,0,0.0114,2455.15,1
445,1563.92,20338,0.3825,0,0.0949,598.16,1
523,6736.2,4086,0.341,1,0.4124,2296.8,1
538,10283.78,26535,0.854,9,0.0915,8782.47,0
476,1754.63,15860,0.2123,6,0.1905,372.5,0
581,3891.81,18013,0.1426,3,0.1886,555.12,1
362,2416.24,8407,0.4126,3,0.2525,997.0,1
516,4843.62,34542,0.0773,3,0.0118,374.38,0
760,5694.07,25935,0.5765,4,0.1445,3282.66,0
404,2941.72,42477,0.2449,1,0.0127,720.31,1
398,3964.61,35111,0.388,6,0.0715,1538.45,0
810,2810.35,11161,0.106,2,0.0722,297.88,0
684,3344.28,24581,0.3116,2,0.2191,1042.09,0
704,2195.22,33277,0.0306,1,0.0155,67.1,0
817,10170.8,22400,0.4885,5,0.0169,4968.08,0
775,1540.24,12419,0.6051,3,0.1207,931.99,0
736,10062.18,41565,0.2778,3,0.1675,2795.52,0
322,4891.53,20283,0.6017,7,0.2253,2943.03,0
757,3111.82,1934,0.477,1,0.2028,1484.4,0
382,6635.78,35754,0.6071,6,0.1294,4028.7,1
444,4335.09,22380,0.5893,1,0.0197,2554.8,0
384,4265.46,15016,0.5012,5,0.1781,2138.02,1
377,1966.77,39233,0.8285,4,0.0581,1629.42,1
756,3474.01,23695,0.2555,7,0.0266,887.55,0
300,2603.35,25952,0.445,5,0.0603,1158.37,1
350,1563.28,43734,0.212,6,0.0339,331.35,1
745,3285.77,16721,0.2384,5,0.01,783.21,0
748,1876.46,2505,0.492,7,0.0721,923.28,0
787,2687.32,6363,0.1097,1,0.2325,294.88,0
333,1888.32,49708,0.3582,6,0.0106,676.31,1
647,1925.63,44614,0.2631,4,0.1848,506.63,1
394,2387.63,2010,0.3808,8,0.1549,909.12,1
371,36699.4,48692,0.5879,8,0.1677,21575.7,0
453,1508.75,47250,0.3401,7,0.0217,513.13,0
549,5571.88,20861,0.545,7,0.161,3036.77,0
737,2109.08,25125,0.1271,3,0.2037,268.05,0
417,11634.45,10369,0.769,7,0.1258,8946.6,0
605,1893.24,4857,0.4212,1,0.0894,797.48,0
567,13909.99,27671,0.4722,4,0.1165,6568.36,0
353,5275.95,10864,0.1574,3,0.1055,830.59,0
535,1505.08,33490,0.163,4,0.1927,245.34,1
688,10477.54,11120,0.1918,4,0.045,2009.43,0
700,4450.17,21223,0.3759,4,0.2821,1672.89,0
602,2718.88,33150,0.1805,6,0.0218,490.8,0
506,7331.66,45138,0.2915,0,0.0269,2137.07,1
528,11950.9,3553,0.123,1,0.0304,1469.54,0
374,4144.2,16489,0.3376,6,0.089,1398.96,0
734,3016.58,5389,0.4523,0,0.0279,1364.31,0
402,7722.55,22950,0.1662,8,0.0308,1283.41,1
721,6080.12,12089,0.1855,2,0.0593,1127.95,0
605,10283.99,42999,0.2963,5,0.1787,3047.66,0
397,6217.3,4051,0.0922,3,0.296,572.99,0
634,2616.36,39090,0.4214,2,0.026,1102.6,0
734,12233.0,29805,0.601,7,0.0001,7352.2,0
746,1942.99,30442,0.4586,1,0.0176,891.06,0
607,2747.59,45557,0.146,2,0.0921,401.14,1
548,4437.5,3555,0.2816,7,0.0462,1249.4,0
465,4836.47,13767,0.2625,2,0.2673,1269.66,0
780,1561.72,1458,0.8568,7,0.1717,1338.11,1
634,7566.94,49469,0.1912,6,0.0318,1446.97,0
841,3295.21,17066,0.8065,1,0.0361,2657.67,0
405,3586.32,5721,0.2698,0,0.0257,967.68,0
380,8129.67,13446,0.4382,0,0.1413,3562.28,0
432,3407.52,7304,0.2711,1,0.0183,923.72,0
437,1693.51,47333,0.226,6,0.0129,382.73,0
483,2276.47,43967,0.2254,8,0.0157,513.08,0
700,13985.47,35688,0.0342,6,0.1348,478.27,0
629,1792.03,14227,0.1915,2,0.0236,343.23,0
807,3253.59,41462,0.2009,7,0.0605,653.58,0
368,4298.1,7298,0.2501,7,0.1997,1075.15,1
845,4219.19,40397,0.0493,8,0.1753,208.17,0
352,1515.87,46487,0.0367,8,0.0739,55.61,1
749,4281.9,38914,0.3603,8,0.1093,1542.61,0
504,3436.56,11306,0.2961,3,0.1102,1017.46,0
425,15813.55,3589,0.4575,9,0.0535,7234.67,1
342,2193.41,38078,0.3132,3,0.358,686.94,1
410,3248.78,36009,0.2442,1,0.0821,793.23,0
482,3675.33,14601,0.7566,7,0.2096,2780.82,1
394,3481.74,8711,0.4725,1,0.0615,1645.05,1
673,5884.43,22364,0.3393,2,0.2206,1996.58,0
819,2470.9,34706,0.2084,8,0.1119,514.83,0
659,2499.34,30610,0.2217,1,0.0657,554.23,0
580,6725.66,38069,0.5823,0,0.1601,3916.14,0
494,4274.91,4970,0.2794,4,0.0058,1194.22,0
494,3645.64,4999,0.2176,6,0.1478,793.34,0
392,2241.48,22034,0.527,3,0.0408,1181.29,1
360,2330.69,37176,0.3469,3,0.0459,808.59,1
350,1542.43,47575,0.4304,2,0.0651,663.85,1
702,1883.52,42730,0.2249,5,0.0868,423.59,0
304,4755.29,17632,0.3779,7,0.0213,1796.82,1
765,10397.8,14385,0.6795,1,0.1778,7065.27,0
833,2854.02,6950,0.318,5,0.0703,907.61,0
704,3088.48,36694,0.2317,7,0.1914,715.48,0
812,1991.41,8975,0.3729,0,0.01,742.55,0
532,3468.22,22314,0.4307,3,0.1401,1493.62,0
823,1651.73,24398,0.2387,0,0.1093,394.3,0
645,11484.71,26277,0.139,3,0.3112,1595.94,0
345,5972.54,27761,0.293,8,0.0723,1750.13,1
845,20232.01,32533,0.0623,5,0.3332,1261.09,0
377,10076.28,7966,0.5276,5,0.1006,5315.91,1
372,4062.15,42901,0.3373,4,0.027,1369.98,1
548,4433.25,7587,0.1123,2,0.0907,498.01,0
346,2345.73,23880,0.1228,1,0.0497,288.13,1
420,3979.88,6091,0.2708,8,0.0763,1077.69,0
513,10833.33,42753,0.1797,8,0.0086,1947.13,0
538,1708.77,32130,0.3022,6,0.0704,516.43,0
355,9467.39,18061,0.4566,1,0.017,4322.51,1
649,3167.81,23293,0.2924,3,0.1776,926.17,0
406,10690.9,2561,0.4626,7,0.2311,4945.73,1
347,12812.74,42412,0.4257,9,0.1217,5454.87,1
636,5945.15,48553,0.4082,5,0.0695,2426.98,0
325,5867.62,4656,0.068,4,0.5255,398.8,1
556,3911.43,22618,0.4381,9,0.05,1713.65,0
307,8720.36,21530,0.2595,1,0.132,2262.77,1
552,14540.12,22872,0.1582,0,0.0508,2300.95,0
602,7468.07,29330,0.428,0,0.0158,3196.51,0
355,5390.77,17139,0.2727,0,0.1124,1469.92,1
825,5233.68,33977,0.7802,5,0.0876,4083.3,0
773,9074.37,5983,0.0632,3,0.0103,573.7,0
327,4616.6,40909,0.4877,8,0.0752,2251.67,1
377,8015.7,43886,0.0423,8,0.0381,339.35,1
515,4344.31,22329,0.6166,2,0.2481,2678.74,0
685,1757.92,37734,0.5673,5,0.0427,997.29,0
664,3437.69,43837,0.1039,5,0.019,357.06,0
825,3851.12,9818,0.5271,9,0.1953,2029.87,0
611,2110.82,11918,0.1454,9,0.1451,306.84,0
306,1932.55,43418,0.345,0,0.157,666.71,1
302,4566.87,2250,0.1753,8,0.0745,800.5,0
662,1855.95,5758,0.7878,3,0.1159,1462.17,0
807,2943.56,38131,0.3815,5,0.0585,1122.94,0
573,6959.65,3163,0.789,9,0.0648,5490.99,0
805,14845.26,43583,0.2047,7,0.0089,3038.32,0
314,6561.56,35621,0.1727,0,0.1666,1133.05,1
491,21138.93,18137,0.6387,7,0.0266,13501.06,0
784,6293.79,33103,0.1753,5,0.0232,1103.4,0
327,2891.4,22832,0.6639,0,0.1186,1919.73,1
338,5959.61,2868,0.1532,8,0.0942,913.3,1
572,6344.75,49336,0.5723,8,0.2105,3631.23,1
530,3359.12,42862,0.8205,9,0.1327,2756.17,0
385,1571.49,20728,0.5088,7,0.1474,799.59,1
773,6358.78,39006,0.0523,6,0.3549,332.37,0
425,1587.76,29029,0.3614,0,0.0104,573.76,1
836,5489.87,40857,0.0827,0,0.0169,454.17,0
444,2214.67,29183,0.1493,7,0.199,330.55,1
824,4835.19,23785,0.493,9,0.1577,2383.62,0
511,4304.02,19940,0.3496,7,0.0771,1504.52,0
324,1554.42,6280,0.4949,0,0.3751,769.34,1
693,3303.1,38012,0.5824,7,0.0936,1923.68,1
366,5176.09,3164,0.2305,7,0.1163,1193.12,1
532,9051.49,28188,0.4512,9,0.0044,4084.44,0
408,10280.02,48917,0.4083,9,0.0164,4196.97,0
445,4145.43,15088,0.3526,2,0.0483,1461.74,0
410,6714.03,19405,0.6222,0,0.1997,4177.25,1
527,3021.85,3821,0.2026,2,0.0513,612.17,0
410,3175.33,23516,0.2802,7,0.2175,889.78,0
769,2364.99,11473,0.3946,7,0.2817,933.14,0
333,4801.67,47454,0.171,6,0.0161,820.91,0
668,3010.8,43530,0.1152,1,0.0165,346.96,0
724,1852.58,39737,0.7258,4,0.0445,1344.64,0
817,6120.81,13178,0.1589,9,0.0734,972.74,0
581,6420.63,39936,0.2092,7,0.0128,1343.37,0
619,3285.1,28018,0.1986,2,0.0412,652.53,0
742,1819.31,18097,0.3308,5,0.3914,601.85,1
614,3722.58,15096,0.5354,1,0.0732,1993.04,0
676,3835.99,40971,0.3378,7,0.079,1295.79,0
588,5918.57,4545,0.5836,8,0.0241,3454.23,0
736,3015.78,25798,0.3811,0,0.1981,1149.29,0
576,6090.36,1863,0.1656,3,0.0589,1008.69,0
802,9706.95,17148,0.2541,5,0.2352,2466.74,0
815,2584.54,22009,0.2795,1,0.0147,722.44,0
649,16937.64,18809,0.4762,5,0.1625,8065.31,0
745,3453.44,19688,0.0673,6,0.0898,232.3,0
649,2743.85,1653,0.477,5,0.2148,1308.88,0
436,3689.34,9129,0.6663,9,0.3573,2458.33,1
542,1896.62,27418,0.2735,9,0.0932,518.67,0
842,2037.35,24118,0.6026,7,0.1527,1227.72,0
339,3640.71,1443,0.2557,4,0.0277,930.78,0
528,7249.42,28041,0.0956,2,0.0131,692.83,0
847,10722.85,24843,0.2545,1,0.015,2728.83,0
522,5872.33,22053,0.6752,1,0.1111,3965.17,1
305,1944.71,31848,0.4838,1,0.0438,940.82,1
621,5959.21,38874,0.1901,9,0.0075,1133.04,0
767,5536.12,38204,0.0628,4,0.0708,347.6,0
374,8054.72,43240,0.1175,9,0.0695,946.17,1
303,8477.57,36807,0.4047,3,0.0965,3430.47,1
417,9605.97,29213,0.4078,1,0.3304,3917.69,1
803,3638.64,9291,0.4318,4,0.0244,1571.31,0
740,6287.52,44046,0.4952,6,0.0568,3113.28,0
493,2749.27,17285,0.0324,4,0.03,89.09,1
691,30770.6,27886,0.2442,7,0.0514,7515.06,0
325,2271.11,14944,0.1453,5,0.1412,329.96,1
734,1540.66,36505,0.2515,8,0.0462,387.43,0
472,2144.47,24340,0.3262,9,0.2039,699.43,0
599,7482.16,31025,0.2004,4,0.2071,1499.76,0
625,3868.02,2607,0.62,7,0.0698,2398.32,1
709,3873.21,3953,0.1847,5,0.0135,715.26,0
417,13906.41,45941,0.6807,6,0.0764,9466.56,1
524,11584.7,6933,0.3886,7,0.2061,4501.83,0
831,2991.19,12386,0.2552,3,0.0137,763.24,0
412,2438.12,48989,0.3673,3,0.1139,895.51,1
439,9048.21,5682,0.0907,5,0.2365,821.05,1
300,10958.65,48621,0.7632,1,0.1117,8363.1,1
389,4620.03,45052,0.427,8,0.0634,1972.71,1
619,5470.78,12154,0.3654,7,0.0022,1998.78,0
849,2687.78,10047,0.5733,1,0.337,1541.02,1
438,7953.84,23993,0.5382,0,0.0223,4280.73,0
810,5500.02,11338,0.4413,9,0.1629,2427.12,0
558,4300.8,15323,0.2878,3,0.0756,1237.78,0
309,1747.96,38693,0.659,3,0.0732,1151.89,1
560,11404.66,24634,0.186,1,0.2701,2120.78,0
471,5322.74,27292,0.1062,4,0.07,565.01,0
312,2356.2,39551,0.4341,2,0.1411,1022.75,1
467,5229.54,46111,0.6795,2,0.0263,3553.34,1
620,6026.15,10917,0.1049,9,0.22,632.07,0
618,4484.25,11145,0.1674,2,0.0225,750.86,0
628,6564.84,30717,0.6789,3,0.129,4456.78,1
849,4983.87,40491,0.1318,4,0.3417,656.92,0
718,13308.36,17905,0.6226,3,0.056,8285.57,0
394,1720.77,31273,0.527,8,0.0311,906.78,0
617,1949.3,27234,0.2438,3,0.289,475.16,0
535,2263.05,14349,0.3197,6,0.0664,723.4,0
633,6186.94,2002,0.476,9,0.0022,2945.11,0
675,5649.27,40034,0.2029,4,0.0105,1146.25,0
758,10404.68,33573,0.193,9,0.1976,2008.14,0
436,6780.19,28803,0.5227,8,0.0714,3543.78,1
846,4340.0,12330,0.6146,8,0.0344,2667.37,0
812,20730.02,27504,0.3359,7,0.2676,6963.86,0
595,2737.57,15980,0.1339,5,0.105,366.47,0
619,8663.64,8017,0.4885,5,0.0154,4232.01,0
648,3726.02,42353,0.136,1,0.0133,506.56,0
528,5684.86,17011,0.3827,6,0.1419,2175.54,0
569,6697.07,19001,0.5578,8,0.2677,3735.6,1
590,5517.8,18044,0.3678,8,0.1229,2029.33,0
464,2105.65,39292,0.442,1,0.0669,930.79,1
304,3840.41,6250,0.1407,8,0.1282,540.27,1
678,4797.02,41280,0.3453,6,0.0056,1656.44,0
377,9063.06,24289,0.6623,4,0.002,6002.89,1
709,3845.4,34087,0.2055,4,0.0771,790.05,0
431,11540.77,11416,0.5023,5,0.0634,5797.27,0
341,3821.95,26159,0.4153,7,0.1598,1587.42,1
388,4683.2,37368,0.4113,1,0.0345,1926.06,1
701,7864.15,6279,0.2398,2,0.004,1885.83,0
595,4999.33,26157,0.2566,9,0.0123,1282.98,0
594,14397.37,16494,0.4441,6,0.1495,6394.29,0
825,5819.19,46166,0.3237,2,0.0133,1883.81,0
721,4458.52,26574,0.2279,0,0.1118,1016.23,0
322,1595.5,26333,0.1729,5,0.0662,275.92,1
442,3635.92,34050,0.5406,6,0.1168,1965.43,1
444,2922.41,33263,0.6906,8,0.1548,2018.08,0
524,7014.98,33539,0.0222,0,0.0237,155.68,0
802,2434.18,15030,0.0558,8,0.1277,135.86,0
403,2418.76,23721,0.2908,9,0.0263,703.36,0
338,2340.51,49070,0.9041,6,0.0562,2115.95,1
497,2036.94,6166,0.3331,7,0.0095,678.5,0
690,2990.1,8121,0.1984,2,0.0996,593.13,0
478,10183.5,15677,0.4797,4,0.2856,4884.56,0
747,7465.35,32241,0.0359,2,0.0884,268.01,0
799,6815.9,17373,0.0548,6,0.1414,373.74,0
314,7884.84,22873,0.3304,1,0.1057,2605.12,1
588,2755.65,38664,0.504,5,0.0058,1388.94,0
777,10237.14,2293,0.5702,9,0.0222,5837.32,0
530,2090.77,23443,0.6112,1,0.1562,1277.91,0
719,3139.98,40725,0.3002,8,0.006,942.59,0
456,5034.79,19595,0.7444,5,0.0548,3748.09,1
849,1934.37,10740,0.4926,4,0.256,952.87,0
740,6739.26,13559,0.2898,5,0.2088,1952.76,0
396,3459.17,43741,0.5744,5,0.0045,1986.85,1
710,7637.43,40044,0.3421,5,0.1181,2613.13,0
588,4216.16,22747,0.2515,9,0.1075,1060.34,0
553,2298.07,41920,0.4939,5,0.2145,1134.93,0
495,6808.51,8973,0.0808,8,0.0491,549.93,0
821,2662.18,16333,0.552,6,0.1031,1469.5,0
816,4199.74,31129,0.155,0,0.1925,651.08,0
417,1814.15,1037,0.4908,9,0.0109,890.31,0
458,5347.94,39758,0.4465,8,0.1823,2388.08,0
527,5884.75,33311,0.2088,5,0.2188,1228.59,0
515,3403.6,39206,0.5733,9,0.105,1951.42,0
314,13853.39,49503,0.2755,7,0.0648,3815.97,0
456,9791.26,29207,0.467,2,0.0119,4572.49,0
560,6423.2,44624,0.5482,2,0.0994,3521.11,0
456,6502.19,34241,0.5826,8,0.2233,3788.03,1
346,2663.56,1058,0.4259,8,0.0953,1134.34,1
623,5777.95,3636,0.608,4,0.2681,3512.96,0
429,2383.62,31635,0.2151,4,0.0115,512.67,0
710,2121.95,15834,0.6135,2,0.1099,1301.9,0
394,31654.67,16577,0.3084,6,0.079,9763.31,0
591,5395.42,28190,0.158,6,0.0026,852.32,0
582,3755.41,8296,0.1584,2,0.0571,594.84,0
368,2859.63,22383,0.2657,7,0.063,759.75,1
310,5204.56,46438,0.6844,5,0.0349,3561.81,1
553,1703.46,25660,0.2168,2,0.1056,369.33,1
849,1897.87,43493,0.1169,5,0.0555,221.92,0
433,1633.63,3674,0.5007,0,0.0287,818.0,1
322,4265.95,49564,0.4649,5,0.1035,1983.28,1
645,5171.23,44833,0.3745,6,0.0355,1936.43,0
601,1758.07,23820,0.1558,3,0.405,273.82,0
662,6609.39,20504,0.2225,3,0.0879,1470.56,0
695,2547.51,26666,0.3451,2,0.1103,879.13,0
517,6123.29,44794,0.4302,4,0.0271,2634.39,0
440,17546.74,3076,0.3771,0,0.2592,6616.79,0
509,6199.03,38555,0.2796,5,0.046,1733.21,0
759,10088.93,33406,0.6118,1,0.0833,6172.76,0
655,13341.35,41262,0.3777,3,0.0179,5039.21,0
623,4167.98,26784,0.3332,5,0.0023,1388.69,0
432,6347.01,22125,0.5417,5,0.0401,3437.94,0
426,9141.34,24216,0.5106,9,0.0576,4667.12,0
405,3264.01,3581,0.3087,6,0.2463,1007.44,1
677,2711.98,16600,0.2447,0,0.334,663.64,0
350,13219.67,31284,0.2771,5,0.2731,3662.98,1
328,6682.94,21171,0.7684,8,0.0544,5135.28,1
761,2492.22,26091,0.4358,7,0.1459,1085.99,0
595,3884.69,15333,0.246,7,0.0412,955.75,0
596,7867.41,31535,0.4439,5,0.1184,3492.72,0
706,4668.01,24487,0.5546,3,0.0622,2589.11,0
704,5698.74,11404,0.1698,0,0.1097,967.82,0
645,7105.93,44934,0.4019,4,0.0456,2856.22,0
719,5391.54,34700,0.6516,4,0.1417,3512.99,0
481,4606.8,19047,0.5056,6,0.0803,2329.33,1
300,7039.01,42516,0.5925,0,0.0252,4170.32,1
670,6701.39,16577,0.6209,5,0.3401,4160.72,1
730,5475.63,25298,0.3427,6,0.0165,1876.55,0
608,3283.83,16015,0.3188,0,0.0781,1046.75,0
436,3582.24,26568,0.5366,2,0.0825,1922.21,1
501,15585.14,49876,0.2697,9,0.1732,4202.61,0
735,1976.87,27204,0.401,8,0.2296,792.75,0
612,2750.66,32748,0.4973,7,0.0643,1367.83,0
416,4212.26,27267,0.3432,9,0.0368,1445.84,1
543,8749.39,22236,0.1641,5,0.0227,1435.78,0
836,2214.96,33615,0.1897,7,0.1058,420.09,0
374,2797.13,2104,0.504,1,0.0281,1409.81,0
685,1772.25,18654,0.424,6,0.076,751.46,0
509,6396.5,46704,0.3452,1,0.017,2208.2,1
774,2588.33,43369,0.2381,2,0.3353,616.36,0
717,3468.5,4646,0.2818,1,0.0795,977.37,0
646,3845.8,22471,0.4251,4,0.0492,1634.76,0
828,10377.17,26906,0.3787,9,0.0646,3929.82,0
478,3619.56,22107,0.4707,4,0.0397,1703.65,0
481,2127.67,48728,0.2067,5,0.2271,439.89,1
324,4472.0,15878,0.2405,5,0.0665,1075.69,1
479,14682.81,10145,0.0941,6,0.0483,1381.89,0
800,5242.77,24042,0.6849,7,0.0096,3590.58,0
460,17890.33,19226,0.3291,3,0.1366,5887.75,0
476,8858.1,3802,0.0838,8,0.1951,742.47,0
584,1646.51,25119,0.0675,2,0.0782,111.12,0
362,5796.45,28185,0.2245,4,0.1513,1301.34,1
455,2851.79,7105,0.0295,2,0.0221,84.03,0
768,4780.44,3749,0.7807,1,0.1161,3732.07,0
348,2810.38,43949,0.1298,4,0.107,364.85,0
383,3216.19,35129,0.501,8,0.0735,1611.35,1
660,11764.57,25512,0.3369,5,0.2941,3963.11,0
447,2425.93,37541,0.4004,3,0.1095,971.36,1
641,9789.36,14495,0.149,6,0.0725,1458.47,0
775,1623.73,3064,0.5859,9,0.104,951.36,0
362,1881.1,31078,0.184,4,0.1151,346.21,1
659,9215.13,31011,0.6217,6,0.2194,5728.85,0
626,5483.02,6616,0.595,1,0.0311,3262.26,0
440,7001.2,8975,0.3242,1,0.04,2270.06,0
514,2439.94,11960,0.3986,8,0.1163,972.46,0
734,4580.83,28992,0.5771,3,0.3025,2643.82,0
617,6845.74,22387,0.3326,0,0.0346,2276.81,0
331,5448.08,16324,0.2445,8,0.3038,1332.27,1
584,4052.35,7243,0.2209,0,0.0109,895.36,0
604,14353.94,33628,0.4812,1,0.1102,6907.57,1
728,6009.99,10560,0.0194,8,0.3335,116.63,0
776,11033.05,48452,0.1388,2,0.0969,1531.0,0
585,6733.93,42098,0.117,0,0.062,787.66,0
443,6819.1,5923,0.5421,2,0.0378,3696.46,0
723,1833.61,40235,0.2903,8,0.0388,532.34,0
318,3281.8,22325,0.1507,1,0.0425,494.58,1
317,9318.13,28949,0.408,4,0.02,3801.51,1
670,2559.01,23821,0.2441,0,0.0819,624.76,0
474,1990.96,7076,0.5272,9,0.052,1049.58,0
493,3078.73,23032,0.1738,0,0.1467,535.18,0
801,2496.09,9001,0.1188,6,0.2022,296.58,0
412,11876.47,16303,0.4007,9,0.0144,4759.33,0
413,9598.8,17457,0.2762,9,0.2743,2650.93,1
521,4270.06,42443,0.0737,2,0.0137,314.79,0
563,1753.22,13303,0.3989,0,0.0536,699.35,0
354,6514.93,16128,0.192,0,0.1294,1250.61,1
757,5406.41,19280,0.2733,4,0.057,1477.49,0
461,15600.88,40427,0.5776,2,0.0105,9011.79,0
679,4774.42,32644,0.4193,3,0.2257,2001.91,0
386,3140.27,39014,0.2918,5,0.2417,916.43,1
354,4427.73,7967,0.4663,1,0.01,2064.48,1
775,17003.4,7661,0.2787,6,0.0832,4738.84,0
477,6267.68,13416,0.0786,4,0.0011,492.45,0
690,5958.68,1510,0.223,7,0.0458,1328.62,0
648,2601.34,42382,0.4124,3,0.0356,1072.75,0
307,6944.11,36200,0.159,7,0.1745,1104.13,1
612,7049.53,2906,0.777,3,0.0154,5477.69,1
742,3026.73,26534,0.3002,4,0.0319,908.63,0
627,4144.38,49322,0.0772,2,0.0026,319.75,0
353,2895.98,17448,0.3596,3,0.1783,1041.33,1
538,2697.43,38696,0.5605,8,0.2255,1512.04,1
528,1604.95,5710,0.6021,4,0.0104,966.3,0
350,2843.08,45308,0.6483,3,0.0243,1843.15,1
563,4729.48,39892,0.3377,3,0.1204,1596.93,0
717,1506.41,41605,0.145,6,0.0805,218.47,0
395,2831.94,16583,0.341,1,0.0157,965.64,0
387,10028.34,18184,0.1806,3,0.0941,1810.91,0
377,5102.15,25853,0.1113,2,0.15,567.93,1
587,5244.57,7109,0.1584,6,0.0541,830.64,0
419,3565.79,43677,0.4634,3,0.1154,1652.51,1
790,6013.88,7659,0.2021,7,0.1982,1215.53,0
751,2342.55,2238,0.2456,4,0.1067,575.39,0
799,8331.44,16064,0.4586,8,0.0073,3820.64,0
464,1996.31,32115,0.1278,8,0.1983,255.18,1
481,5768.47,32952,0.2555,2,0.2613,1473.78,0
768,3169.03,6620,0.3234,8,0.1252,1024.98,0
306,7005.58,35254,0.2728,3,0.0136,1911.12,1
629,4691.94,38449,0.0064,8,0.0896,29.96,0
450,3908.5,45258,0.0566,1,0.0107,221.39,1
384,2242.54,5470,0.8531,4,0.3388,1913.15,1
446,5551.44,23003,0.3165,5,0.1202,1757.17,1
680,16218.86,28571,0.1789,2,0.1339,2901.49,0
847,8485.69,25668,0.1799,1,0.3055,1526.95,0
584,1747.54,12723,0.1091,0,0.1202,190.7,0
381,3387.89,47656,0.7066,6,0.0188,2393.98,0
813,11892.28,32040,0.2626,3,0.2442,3123.21,0
822,4297.01,40945,0.2069,7,0.0052,888.84,0
685,5840.16,46969,0.2785,7,0.0028,1626.59,0
770,11249.01,33046,0.2194,7,0.0523,2467.91,0
418,9779.38,6441,0.1143,1,0.0589,1118.0,0
695,4287.18,12719,0.2353,4,0.2755,1008.95,0
831,3802.5,6397,0.6194,7,0.1379,2355.11,0
560,3160.2,35389,0.2413,9,0.0991,762.62,0
555,6577.88,18945,0.1853,1,0.1134,1218.7,0
525,2853.02,23233,0.2781,1,0.3062,793.36,1
352,2650.13,18800,0.382,0,0.1877,1012.41,1
799,3261.78,5190,0.5831,5,0.0279,1901.85,0
805,2280.24,38822,0.1396,4,0.1876,318.3,0
663,6251.35,2130,0.3344,0,0.0797,2090.38,0
579,5330.96,15071,0.3466,7,0.041,1847.57,1
457,4137.91,20981,0.4466,7,0.1047,1848.03,0
358,3479.32,45704,0.622,4,0.0555,2164.18,1
427,11090.33,3118,0.1382,2,0.0348,1532.45,0
414,1618.23,1663,0.6059,7,0.1018,980.56,0
508,7363.22,16735,0.4399,2,0.0281,3239.27,1
825,10787.46,20158,0.4484,3,0.1812,4837.17,0
820,3864.92,32087,0.3841,6,0.1331,1484.56,0
536,4700.17,23578,0.4157,6,0.0402,1953.76,0
580,13062.87,20874,0.1636,3,0.1457,2137.18,0
658,2454.44,43531,0.2207,8,0.1145,541.66,0
