age,income,credit_score,loan_amount,debt_to_income,employment_years,num_accounts,late_payments,savings,education_level,default
33,79087.78,338,77023,0.3277,21,4,1,4205.83,2,1
31,169556.68,368,37163,0.3847,22,2,0,6953.55,1,0
29,41070.98,535,50592,0.1799,11,13,1,11824.09,0,0
68,29680.83,680,58333,0.2394,0,7,0,13671.59,3,1
40,87042.3,356,9039,0.2667,25,14,1,14701.89,1,1
32,32770.59,576,9198,0.1455,24,4,2,4949.32,1,0
45,31010.75,398,35354,0.1505,21,14,1,7686.08,3,1
51,26908.11,826,4824,0.3562,19,12,1,1160.25,2,0
19,21250.19,624,51420,0.1679,1,6,4,29671.77,0,1
49,28335.16,760,4436,0.4243,8,8,0,12087.04,2,0
40,34755.04,478,41857,0.593,21,14,4,4708.88,3,0
39,65437.81,418,17057,0.2606,24,13,2,4936.61,3,0
68,17907.35,768,2310,0.3242,17,6,1,948.43,3,0
42,25636.39,848,76355,0.0962,4,4,2,6105.04,3,0
39,89502.25,754,79993,0.134,21,6,1,11178.68,0,0
39,22150.69,325,67013,0.1059,13,1,0,30481.74,1,1
66,33878.91,789,61022,0.3518,10,6,1,10429.5,1,1
69,104998.07,307,9906,0.455,20,11,1,10518.57,3,0
59,22574.86,815,10868,0.1735,21,14,1,15437.15,0,0
23,18886.24,832,19546,0.5354,2,10,0,7129.52,3,0
32,44821.13,448,73855,0.5948,8,13,1,326.67,0,1
60,31206.18,787,34149,0.2865,1,11,0,22059.8,1,0
54,52294.06,324,68381,0.3485,13,8,1,5149.53,0,1
50,88289.05,724,24684,0.3001,27,4,2,41776.01,1,0
25,21638.07,592,30858,0.3327,1,9,1,5215.12,0,1
61,54112.49,484,46330,0.0467,20,6,2,11036.28,2,0
61,46690.16,730,60204,0.2829,26,6,1,6159.52,0,0
22,22000.96,616,26293,0.0223,9,4,1,2645.12,3,0
56,59017.29,697,57869,0.5167,18,8,0,26703.43,2,0
21,29386.95,623,5629,0.5062,28,5,0,9866.87,2,0
23,45109.82,845,6704,0.2618,28,12,0,5987.86,2,0
62,18863.46,375,2776,0.6366,1,1,2,1556.81,2,1
49,42693.73,785,58255,0.7208,15,7,0,70210.04,2,0
69,31467.81,387,49281,0.2462,5,8,0,22551.83,2,0
47,92765.2,531,32236,0.4718,11,6,1,5495.41,2,0
64,17639.99,306,67780,0.6112,21,7,0,1880.87,0,1
52,39404.8,849,2333,0.21,6,12,2,301.36,3,0
57,42597.85,351,70205,0.0971,3,7,0,1646.8,0,0
69,73095.28,695,51946,0.3516,7,4,1,7644.91,2,0
33,53429.6,520,56333,0.367,18,14,1,16916.92,2,1
30,64511.28,727,28277,0.3639,9,4,2,4518.05,2,0
67,82536.2,442,51606,0.2203,0,14,1,5691.28,0,0
59,104188.81,662,2933,0.2474,4,12,1,6410.71,3,0
47,31951.33,681,34514,0.0605,5,1,1,177.33,3,0
36,49750.78,576,63958,0.328,26,2,1,1948.49,0,0
34,97496.57,570,7827,0.6456,28,3,1,6949.66,1,0
36,219828.15,313,31844,0.4373,18,5,1,3276.62,1,0
45,114131.15,597,1792,0.0856,17,10,0,7409.16,3,0
43,35896.52,763,40695,0.1863,18,9,0,1144.01,1,0
54,24770.39,826,43510,0.216,18,5,0,16236.14,0,0
43,45246.94,533,40137,0.5246,22,13,0,15312.94,3,0
40,75903.31,326,74410,0.7513,0,6,1,11082.36,3,1
26,45527.76,770,40632,0.1302,26,14,0,7580.91,0,0
29,44702.8,392,37790,0.416,19,7,1,4941.06,0,1
18,96971.2,608,31885,0.4615,10,4,1,11477.61,0,0
18,35181.73,351,66214,0.0563,2,8,2,15224.31,2,1
64,103409.13,618,77544,0.1783,9,11,1,16533.5,1,0
51,38500.43,480,45870,0.6003,26,6,0,4270.68,1,0
49,32902.97,419,49110,0.0364,6,11,2,2156.08,3,1
65,42230.3,342,6171,0.1231,16,1,1,4182.93,1,0
42,79681.4,559,10589,0.7371,23,6,2,77.55,3,0
57,21060.48,496,19077,0.3784,25,2,2,5503.07,3,0
62,24840.49,554,65874,0.1787,15,4,1,3194.92,2,0
18,151127.45,635,73246,0.2309,6,11,0,15608.38,3,0
33,23683.56,801,39227,0.4412,12,4,1,11233.53,2,0
56,52741.44,554,15937,0.5846,11,10,1,263.28,1,0
22,53964.14,813,10754,0.5725,11,13,2,1558.2,2,0
39,45267.38,541,26688,0.1076,7,10,2,7813.04,0,0
46,61571.41,448,8048,0.3078,7,5,1,9625.89,2,0
20,26751.29,598,23568,0.1936,12,10,0,14648.16,3,0
29,51199.86,752,76019,0.1733,10,12,1,34509.88,1,0
43,35947.1,692,18545,0.3012,24,2,1,12103.92,3,0
33,63767.64,511,46217,0.4294,0,6,0,7872.31,1,0
68,21851.1,837,49122,0.1492,24,11,0,5351.62,3,0
54,53070.57,430,34746,0.1607,16,3,1,13401.48,2,0
39,24220.45,628,9709,0.2749,18,9,5,27295.51,3,0
46,29697.95,555,26358,0.6173,12,6,0,5497.56,0,0
31,26106.39,778,12023,0.3648,22,3,1,8785.92,0,0
45,24086.29,362,29756,0.1388,14,3,0,2319.75,1,0
22,93616.81,610,64175,0.5993,28,5,0,19481.81,1,0
64,30140.83,706,55281,0.2807,23,6,1,12501.1,2,0
66,132854.68,404,50289,0.3213,11,4,0,4380.51,3,0
47,172685.03,314,59097,0.3561,20,12,1,20718.52,0,0
63,53110.76,558,77681,0.1758,16,5,1,35351.98,2,0
69,21944.34,711,48259,0.138,2,3,0,3404.08,1,1
22,36117.65,558,19839,0.0353,6,10,2,2065.69,2,1
29,86917.34,559,28410,0.026,1,13,0,17831.5,1,0
33,35605.6,344,12447,0.4478,1,4,0,8733.04,1,1
43,19096.72,630,76665,0.2528,24,8,1,21573.45,2,0
43,51616.5,464,14907,0.0043,5,8,2,4269.72,3,1
65,98929.96,492,22637,0.7469,3,1,0,8704.91,2,0
38,86517.35,820,39196,0.4523,15,4,1,8608.84,1,0
56,23663.45,700,23369,0.244,14,2,0,2085.4,0,0
53,65268.4,673,3589,0.6982,9,4,1,48198.12,3,0
50,26209.86,364,24560,0.4364,13,5,1,10908.21,3,0
47,26077.47,686,4034,0.2891,8,1,1,10910.77,0,0
54,108241.94,794,1169,0.0733,14,12,0,3522.13,3,0
40,27925.83,714,4239,0.2736,6,5,2,10509.15,1,0
27,28747.64,329,4415,0.2972,6,7,2,17896.18,2,1
22,15029.41,565,77944,0.1978,7,5,0,16793.38,1,0
53,107042.12,627,4484,0.3453,18,7,0,25222.97,3,0
51,85788.64,791,54987,0.5039,17,13,0,1609.65,0,0
69,59417.66,516,19225,0.2721,16,9,1,2019.05,3,0
48,77431.11,619,62104,0.0772,17,13,0,12384.56,1,0
27,22421.94,698,21936,0.153,18,8,1,16489.0,3,0
36,42588.89,404,40612,0.7726,20,1,3,11218.09,3,1
49,34469.73,629,40952,0.0594,7,14,0,1541.52,1,0
18,19431.12,346,59945,0.332,12,10,2,9037.41,3,1
22,44960.37,613,6380,0.2658,26,10,1,13798.41,1,0
62,129075.78,446,51298,0.4406,10,2,2,1473.18,0,0
21,16839.76,761,28260,0.3016,28,6,1,574.54,3,0
33,30504.75,785,33879,0.2702,18,5,1,2941.0,0,0
41,25467.65,709,17143,0.552,6,1,0,951.37,2,0
33,27240.05,326,50744,0.4319,26,14,1,1608.02,3,0
19,122581.56,328,73949,0.2954,26,2,1,2273.7,2,1
66,43405.87,570,32578,0.3346,4,3,0,7564.96,0,0
45,43256.41,800,58331,0.6556,4,10,0,1694.35,0,1
49,79328.3,552,64815,0.3201,29,5,0,9280.65,1,0
44,22551.81,684,72519,0.573,7,7,4,3434.21,2,1
37,45059.86,359,20178,0.5818,9,6,0,3718.68,2,1
41,40294.18,406,76857,0.1559,4,3,2,34233.98,1,1
29,55886.87,519,61197,0.152,25,6,1,16355.38,2,0
67,362558.83,740,37366,0.3922,14,4,2,5518.95,0,0
52,81027.72,845,53955,0.6016,22,3,0,5932.19,0,0
50,37827.36,395,42911,0.1952,15,4,1,1219.33,0,0
50,94094.95,388,54619,0.4247,28,11,0,18613.77,0,0
68,23423.25,530,45296,0.4334,27,8,4,39.97,3,0
60,16392.18,574,23791,0.032,9,1,3,1560.47,1,0
54,25292.38,545,9301,0.461,23,3,2,7637.07,3,0
29,33726.26,410,36779,0.2029,7,10,2,2087.83,3,1
20,47154.11,533,37894,0.3259,18,12,0,10017.95,2,0
18,57968.13,577,50250,0.0626,3,8,0,36.47,1,0
50,123661.43,776,71994,0.2081,13,12,3,1035.98,3,0
57,47087.34,716,42770,0.3026,28,14,4,14468.24,3,0
27,46306.58,427,23300,0.3601,7,10,0,8592.52,1,1
60,17319.71,536,69235,0.2373,20,9,0,196.5,0,0
61,16599.1,427,30485,0.2862,13,3,2,2304.38,1,0
46,51048.99,693,41285,0.4298,11,9,0,2730.74,1,0
30,40945.71,774,67555,0.3514,0,10,1,18908.77,1,0
29,97236.24,694,33471,0.1254,22,11,2,8735.61,0,0
48,22882.32,410,49671,0.1048,18,10,3,7796.31,1,1
63,16137.99,389,21270,0.5388,17,4,1,906.91,0,1
19,41824.09,579,14698,0.4511,11,12,0,10698.64,3,0
68,27200.61,632,73265,0.3984,9,4,1,1694.71,3,0
67,17289.94,523,40729,0.3151,20,13,0,7376.04,0,0
52,73028.6,400,12171,0.2136,0,13,1,8980.47,2,0
40,20324.64,431,61684,0.1813,13,12,0,18443.77,1,1
34,57178.9,312,56165,0.4354,8,13,1,16422.04,3,1
43,29848.34,756,50948,0.1677,25,7,1,2108.51,3,0
25,23574.78,740,35725,0.3568,29,13,0,24792.24,0,0
46,36493.58,397,20450,0.4297,14,6,2,27.58,2,0
43,87751.19,419,14300,0.1305,20,10,1,4006.65,2,0
27,37398.04,592,5441,0.27,21,14,1,686.71,2,0
43,77522.0,300,20332,0.4348,22,3,0,12764.18,0,1
51,21033.93,549,21115,0.2928,13,8,1,6935.97,0,1
68,81680.95,448,42997,0.0578,8,12,0,1923.03,1,0
58,27168.44,694,14615,0.6433,10,14,1,889.74,3,0
24,65909.44,343,15732,0.3197,4,14,1,2562.92,3,1
21,52539.34,343,26367,0.1558,11,5,1,25351.66,0,0
67,134120.21,377,43738,0.6471,15,2,1,11321.32,3,0
62,37046.25,525,1981,0.1069,19,10,2,2773.89,1,0
28,18080.51,461,63881,0.4269,27,14,0,22419.1,0,0
46,15870.36,552,59609,0.3528,2,3,1,1467.55,3,0
53,93914.09,431,9566,0.2027,4,7,1,11661.7,2,0
42,48474.78,747,72885,0.1068,29,10,0,5531.17,0,0
38,82173.31,773,11728,0.5433,25,9,0,3124.07,3,0
53,27020.8,408,37214,0.2592,25,1,0,3042.28,3,0
27,34046.16,334,58935,0.5073,28,12,1,6947.55,1,1
54,16375.48,766,46588,0.04,18,6,2,26808.25,1,0
26,161560.4,574,19953,0.5424,4,11,1,13560.53,2,0
41,64600.01,486,69408,0.5779,23,14,0,10850.61,2,0
52,136775.78,542,75904,0.4111,17,9,0,20836.17,2,0
66,28885.22,563,35103,0.2096,28,7,2,8447.52,1,0
52,57541.58,821,71949,0.2633,3,3,1,2131.14,3,0
65,66064.09,840,50264,0.3565,23,7,1,37795.4,0,0
53,32192.95,386,21156,0.3012,14,12,0,7651.68,0,0
35,99806.72,834,14423,0.2231,29,2,1,3787.64,1,0
66,147323.15,509,39062,0.5729,4,10,0,15058.47,1,0
56,112270.38,345,43805,0.1643,7,2,0,6236.13,1,0
49,75457.12,766,2987,0.5909,15,1,0,125.4,1,0
41,29624.5,839,63979,0.2298,21,3,1,3855.84,0,0
40,29883.8,325,38597,0.363,0,1,1,6110.03,2,1
49,163798.06,565,28868,0.5226,4,8,0,4662.04,0,0
54,15465.2,474,77970,0.157,25,13,2,8023.93,1,1
29,71653.07,815,64805,0.1874,17,11,2,2025.57,2,0
66,70125.59,610,17636,0.2636,15,8,1,8496.51,0,0
30,58860.91,621,58467,0.3445,22,4,1,43067.92,1,0
40,222725.15,434,18007,0.7217,29,1,0,14016.6,1,0
42,31820.6,354,77864,0.0592,9,2,1,11537.53,3,1
52,33696.28,842,4389,0.2183,3,2,0,2239.06,3,0
58,18700.33,830,10458,0.2961,17,2,2,8717.33,1,1
47,41317.25,455,69481,0.4404,16,9,0,17129.95,0,1
34,28613.54,446,75888,0.288,20,7,2,2752.77,3,0
66,33929.7,784,77022,0.1158,26,9,0,907.84,0,0
37,95964.81,319,42400,0.2931,25,10,1,10840.13,0,0
65,138338.25,568,68628,0.1558,12,10,0,11195.95,3,0
42,24246.02,632,52857,0.5191,7,2,3,16316.28,1,1
39,35971.16,700,65367,0.7387,7,5,0,9930.77,3,0
30,133794.85,605,37527,0.3331,11,1,0,18843.3,0,0
36,17871.05,327,71648,0.1008,28,2,0,3093.78,2,1
66,19360.86,766,17937,0.1456,25,4,3,359.2,3,0
53,22995.67,559,38672,0.2311,17,10,2,13197.23,2,0
29,55697.72,833,2112,0.6111,5,1,1,4876.62,1,0
58,22338.36,400,36545,0.1465,6,12,0,2352.54,3,0
36,169998.41,652,49355,0.1196,25,8,2,530.19,2,0
29,41634.65,599,76561,0.0557,16,6,2,14080.34,1,1
26,46328.45,595,35082,0.3585,4,14,0,17505.59,0,1
24,27745.66,652,61482,0.0984,21,14,0,4926.96,1,0
45,43651.13,429,12304,0.1175,22,1,0,21636.33,1,0
31,63800.43,455,57625,0.5771,26,9,0,5370.95,0,0
48,77595.63,373,73551,0.3664,24,1,0,30271.82,1,0
69,78084.94,641,45885,0.3987,18,11,0,40869.03,3,0
36,53812.14,764,72246,0.1731,7,4,0,17016.98,1,0
64,120622.28,389,13588,0.6177,25,5,0,2960.27,2,0
33,91522.51,754,21967,0.5293,18,13,4,4562.18,1,0
22,78670.13,631,25256,0.322,26,11,2,7606.88,2,0
52,17574.51,647,59348,0.1447,24,9,2,3985.1,1,0
29,15310.58,532,26052,0.6386,7,13,2,17088.7,3,0
42,25747.12,401,59479,0.1164,24,12,1,26248.33,0,0
69,64015.23,780,61200,0.3332,20,2,2,42536.48,0,0
38,38834.9,513,3506,0.0781,26,12,1,4099.22,2,0
53,38167.99,407,21709,0.7149,24,9,0,3150.45,1,1
40,112165.68,464,59535,0.2837,28,12,2,1756.25,1,0
33,116662.64,634,45840,0.11,18,14,0,486.26,3,0
56,122947.06,385,61587,0.0778,6,1,2,1948.17,1,0
62,31951.5,723,60321,0.5416,2,4,0,3347.85,2,0
59,67856.76,663,44202,0.198,5,11,1,4960.4,2,0
56,29262.77,359,57588,0.0314,7,7,1,1162.09,3,1
31,24516.34,781,4090,0.2613,17,4,2,17161.04,2,0
48,24185.23,549,60231,0.8974,14,8,1,9650.56,2,1
22,33842.13,416,22552,0.2222,23,7,0,8269.86,3,0
52,40292.01,844,34741,0.8566,16,6,1,7880.64,2,0
40,94990.01,343,22661,0.6972,3,5,2,3424.32,2,0
46,20746.93,808,42025,0.4063,6,10,0,27732.76,0,0
60,74748.56,464,7092,0.1765,29,3,0,2636.2,3,0
28,49115.53,667,36674,0.4344,16,8,1,11046.63,0,0
35,30282.03,591,1570,0.2581,21,4,1,2918.34,1,0
64,45549.98,585,13084,0.3834,25,8,4,45678.43,3,0
29,31046.65,503,66843,0.1549,5,1,0,24266.01,1,1
26,55794.45,823,61752,0.1925,29,11,0,3072.82,2,0
27,40599.85,420,70278,0.4483,12,13,1,43796.64,0,1
61,23082.53,487,1765,0.3673,6,2,3,9833.91,2,1
34,20578.11,312,25198,0.042,8,14,0,13039.92,0,1
55,50603.62,499,62201,0.499,22,2,0,3325.62,0,1
24,119715.51,755,74271,0.2908,18,12,1,2433.07,0,0
63,33968.85,747,48199,0.1532,19,6,1,19524.15,0,0
30,74422.82,370,12377,0.5852,12,5,2,3218.48,2,1
57,63369.61,429,9036,0.2658,14,13,0,24953.13,2,0
59,135677.56,342,41364,0.2847,16,10,0,4567.25,2,0
26,92411.85,819,38443,0.4831,4,10,0,91.89,0,0
67,52624.78,312,2663,0.2518,22,13,1,8968.88,1,0
44,63155.12,834,40244,0.0501,18,7,1,4363.78,2,0
19,117896.03,601,59391,0.145,5,2,1,37286.02,2,0
22,37951.08,826,78564,0.5394,11,9,0,4889.28,3,0
46,32806.72,414,16077,0.1159,14,2,2,3775.61,1,0
54,15489.15,759,58849,0.4082,14,1,2,8356.21,2,0
55,93834.24,804,20631,0.3749,2,14,2,13089.17,2,0
36,87645.91,607,53652,0.4093,3,2,1,33967.05,3,0
25,19964.5,624,68446,0.2988,4,11,0,721.57,0,1
65,53702.07,474,34500,0.144,5,3,2,5438.8,1,1
62,43061.41,813,20897,0.2433,5,14,1,10896.85,1,0
18,20686.54,471,59915,0.2471,16,6,1,49.81,3,1
39,192338.06,801,38377,0.6328,27,7,2,6714.5,1,0
69,25875.79,633,77670,0.4883,7,11,3,16426.42,2,0
34,18132.05,583,27897,0.1446,18,6,3,522.11,1,0
24,55657.11,774,48280,0.469,19,1,1,4163.44,3,0
42,75422.59,353,58320,0.082,23,9,0,5123.57,0,0
62,16484.16,757,73592,0.3609,20,12,1,12597.84,3,0
21,63377.03,719,69289,0.3391,21,8,2,3505.78,1,1
53,49195.99,708,32941,0.1682,12,12,3,2827.18,3,0
23,19904.77,603,15234,0.0789,28,2,1,1227.37,3,0
48,23521.88,521,76172,0.1541,14,1,1,54917.88,1,1
36,52767.16,832,4376,0.1578,16,7,3,6380.27,0,0
61,30816.83,457,31783,0.1599,23,3,2,494.13,2,0
56,140357.68,647,42249,0.4551,20,3,0,796.2,3,0
44,91852.08,458,44025,0.0445,16,11,0,1369.13,0,0
27,199881.44,534,17447,0.5863,22,10,0,2379.33,0,0
43,28529.72,704,17713,0.1426,1,9,1,13487.11,3,0
36,172382.45,556,5858,0.3881,27,14,3,8180.04,1,0
56,40392.87,346,52115,0.4478,21,2,2,14990.57,1,1
20,34213.78,512,60834,0.5725,29,14,0,200.17,3,0
62,17324.76,778,5539,0.4718,2,13,2,3080.43,1,0
30,17439.38,786,64983,0.2159,21,5,3,5200.78,1,0
67,67996.14,641,19857,0.173,8,4,2,5603.9,0,0
45,42556.12,823,6364,0.4893,5,14,1,550.48,2,0
37,26558.59,802,66985,0.5249,0,1,1,7164.57,2,1
45,57832.84,305,60169,0.3329,21,6,1,3377.46,1,1
25,28117.51,443,22078,0.1448,18,6,1,2125.41,1,0
58,53784.5,560,38574,0.2672,3,11,1,11121.89,3,0
56,35027.32,531,1869,0.4352,12,1,2,875.75,1,0
18,93062.87,569,63624,0.1271,19,7,1,20174.63,3,0
20,92340.31,746,41075,0.3964,24,6,0,23008.4,2,0
30,44197.98,521,4659,0.2039,7,14,2,3938.38,0,0
45,34441.97,351,37370,0.1878,22,14,0,43351.15,3,0
66,35263.27,415,59185,0.2885,4,4,3,5129.39,0,1
42,88729.2,837,44751,0.5709,9,7,1,32785.01,2,0
50,32899.38,840,63758,0.4553,26,3,1,43334.99,0,0
55,25553.96,318,6131,0.3924,19,10,1,17539.45,2,0
23,18982.08,691,2358,0.9168,28,11,0,1333.38,0,0
61,43289.62,718,58371,0.5636,18,6,1,8780.78,0,0
62,44611.58,608,17246,0.2905,11,6,1,13164.7,1,0
49,97722.47,485,18216,0.264,0,13,0,806.29,2,0
62,26252.28,560,42209,0.496,8,10,1,22409.43,3,0
64,36583.62,827,43987,0.3949,23,6,1,19092.24,2,0
38,89356.89,572,21577,0.1112,15,3,1,27159.27,1,0
33,93081.07,459,43320,0.1729,16,10,0,7221.56,3,0
38,36847.54,523,12301,0.1105,17,5,1,3920.13,1,0
28,42655.44,555,76051,0.146,13,13,0,7059.18,2,0
54,31262.11,479,1891,0.2014,16,1,1,13069.48,2,0
53,136339.85,319,22972,0.2881,0,6,2,5382.06,1,1
52,20683.2,767,51457,0.2128,29,7,2,4334.99,3,0
36,137144.0,509,55435,0.2158,24,5,0,801.86,2,0
37,66821.57,812,21932,0.4076,20,5,0,5928.25,1,0
35,49126.79,357,5192,0.29,14,13,2,4990.45,2,0
64,16494.19,392,17128,0.6003,18,6,3,10885.4,1,1
58,44047.2,520,23836,0.4646,1,7,1,5775.8,2,1
66,38572.05,531,25837,0.4174,27,4,2,40.47,2,1
31,22911.24,663,23778,0.5021,29,7,0,6623.34,0,0
32,63073.73,673,44130,0.1373,23,5,1,14859.59,3,0
48,174555.45,755,17708,0.4457,23,7,3,29059.77,2,0
18,52168.54,387,25232,0.1864,13,1,1,2143.77,3,0
20,71448.03,319,58266,0.5974,21,10,2,5491.09,1,1
33,18190.77,313,40412,0.3343,1,12,1,18803.34,0,1
40,39332.08,432,5782,0.208,26,2,1,437.91,1,0
28,20566.67,333,62196,0.6499,14,2,1,4306.22,3,1
29,57696.14,507,27315,0.4311,0,7,0,8942.38,1,0
27,140479.26,498,11052,0.2605,21,9,0,4193.35,1,0
49,63782.34,454,20521,0.6771,0,7,4,6721.42,1,1
33,18596.07,377,70434,0.7011,11,12,2,27986.49,3,1
25,34709.44,471,70690,0.2765,21,6,1,242.17,2,1
55,50999.23,588,36546,0.0491,14,3,0,811.17,1,0
29,38228.38,844,26972,0.2656,25,5,1,2193.54,3,0
41,95713.14,719,79059,0.449,17,10,4,4859.69,0,0
45,90853.02,306,65385,0.2456,14,2,1,6363.7,0,0
25,57584.15,459,23030,0.1254,6,9,2,373.61,3,0
45,36039.27,539,41376,0.338,11,6,1,21418.76,1,0
53,28267.02,722,78400,0.206,9,9,1,14212.58,2,0
43,20035.9,835,79412,0.5085,1,9,1,3119.89,0,1
25,34725.59,369,19055,0.0695,1,12,2,2967.47,2,1
67,38986.1,515,26493,0.6385,5,7,2,259.18,3,1
45,65690.94,403,75861,0.5466,19,14,2,5093.8,0,0
45,63303.54,353,37775,0.0825,5,5,3,2936.74,1,0
54,18270.91,629,52057,0.1493,27,4,2,9634.35,0,0
58,37633.0,502,37253,0.282,23,1,2,7938.14,1,0
53,24028.02,587,52884,0.6407,26,9,0,31496.58,2,0
44,22675.48,344,77497,0.1779,9,6,0,15859.36,0,1
34,94029.53,497,18705,0.2436,2,14,1,843.22,3,0
26,16926.86,515,45676,0.5068,15,2,0,12183.66,0,1
50,39449.37,780,8101,0.3409,4,12,1,1132.98,1,0
37,23287.54,608,63495,0.3038,4,7,4,3902.14,2,0
30,110161.39,734,5743,0.1481,9,12,1,8097.21,3,0
45,51642.46,631,9951,0.4746,24,6,0,6846.19,1,0
65,26842.17,326,8014,0.6294,22,13,1,11819.99,1,1
46,46410.61,465,37180,0.4913,12,4,0,16608.8,3,0
30,74168.41,617,57977,0.314,24,6,0,17683.48,3,0
63,157780.47,573,60534,0.3804,23,13,1,601.04,2,0
52,26206.5,682,64209,0.2278,2,11,1,10262.61,1,1
23,112791.87,664,42908,0.451,17,6,0,32539.32,1,0
35,137522.35,402,51918,0.4336,18,5,0,14065.83,2,0
68,126688.09,802,9219,0.398,5,1,1,7337.67,0,0
22,60404.72,672,8163,0.2447,26,3,0,65290.9,3,0
64,59719.55,544,3470,0.3001,27,7,0,449.79,2,0
42,38228.6,468,17543,0.2087,25,2,2,922.83,3,0
19,77816.95,717,20276,0.3707,19,10,1,14616.31,2,0
27,49100.08,655,37881,0.2686,26,10,0,7979.47,2,0
47,65915.71,777,79950,0.2402,0,1,1,1328.74,1,0
67,40173.77,424,8749,0.9387,9,8,0,4705.04,3,1
62,74170.1,836,25182,0.0448,9,7,0,664.48,2,0
22,93297.93,701,78450,0.4076,28,6,3,7474.35,1,0
50,22125.08,816,22383,0.0912,24,10,0,1098.92,2,0
18,95520.33,830,79578,0.3073,21,5,1,69.23,3,0
35,49972.81,553,26412,0.4942,0,6,0,3892.34,2,0
49,98797.97,420,14181,0.1589,18,1,3,2664.0,1,0
64,40398.24,331,45898,0.0674,10,12,3,4495.7,1,1
66,36442.02,336,60630,0.414,26,9,1,4314.86,0,1
28,125961.85,641,4405,0.1806,12,1,1,9942.87,3,0
38,28015.9,312,11862,0.1354,16,4,0,11394.81,0,1
43,98666.76,482,55679,0.2555,27,13,1,1362.31,1,0
42,44775.98,564,29688,0.7224,24,3,0,6707.24,0,0
39,47478.44,387,49017,0.2349,19,4,0,21995.9,3,0
44,31598.08,761,13939,0.2009,17,1,1,1606.51,1,0
66,53298.15,345,40585,0.2518,3,10,0,34074.53,0,1
30,32701.0,691,23942,0.1186,14,4,2,195.35,0,0
50,16802.76,418,6272,0.2569,1,4,1,1050.45,1,0
51,29285.35,830,45134,0.6357,5,3,2,1955.01,2,0
58,15287.98,746,25265,0.1402,21,8,0,6344.88,1,0
52,187483.69,345,49192,0.1505,26,7,3,3554.65,0,0
18,166829.43,807,29668,0.4612,22,9,0,5415.77,3,0
38,37625.26,825,70283,0.5036,8,2,1,28270.32,0,0
65,73649.29,302,10297,0.5874,10,10,1,4176.1,1,1
23,34095.82,327,65005,0.0584,24,3,0,18846.38,0,1
45,65039.13,680,59434,0.2302,19,6,2,755.94,1,1
34,88663.36,456,65749,0.4882,15,2,0,16710.23,0,1
22,146979.36,810,2607,0.1057,24,13,1,23182.99,0,0
48,38003.08,632,60183,0.5743,7,12,1,3354.72,2,0
22,83815.44,413,57305,0.5028,27,12,1,7920.82,1,0
55,28911.69,688,28973,0.1026,16,2,2,2072.22,2,0
20,223753.44,786,24117,0.2224,22,10,0,952.52,2,0
40,16174.84,549,8645,0.238,22,2,0,14714.23,0,0
54,56631.84,614,43238,0.3998,25,12,0,9937.93,1,0
54,63481.1,538,70694,0.2577,3,2,1,13953.08,3,0
27,67420.42,533,42773,0.1731,6,13,0,5792.58,0,1
27,20772.33,602,17786,0.6618,10,5,1,2871.57,1,0
36,140514.11,633,41693,0.2178,26,12,2,5566.08,2,0
34,23995.28,412,27578,0.3037,10,14,1,669.84,0,1
38,58868.53,661,47408,0.4242,10,1,2,3334.15,3,0
31,26335.42,396,70702,0.2243,25,7,0,3531.42,0,1
26,31516.69,315,16076,0.4323,25,1,1,12536.0,2,1
63,50580.09,675,20377,0.244,20,1,0,545.99,2,0
18,39295.5,689,10278,0.7297,20,5,3,2813.98,1,0
68,22857.99,516,65808,0.1975,14,7,0,3238.07,3,1
62,23435.63,698,34539,0.25,4,3,3,8015.36,0,0
30,39369.01,559,12440,0.5388,5,7,1,2806.33,2,0
21,78713.66,619,27245,0.5779,22,9,0,1420.58,1,0
18,117709.62,495,23097,0.305,4,11,2,2983.8,3,0
66,18954.52,777,74703,0.7373,8,4,0,5479.79,3,0
57,37472.9,717,68092,0.082,29,5,2,7454.45,1,0
49,19753.5,774,2151,0.297,27,14,1,372.55,2,0
51,15752.93,843,22698,0.2417,10,8,1,3707.9,3,0
45,63774.48,530,18601,0.3298,24,9,2,14446.37,0,0
48,56509.49,820,27807,0.18,29,5,0,9103.51,2,0
25,23007.93,499,46302,0.3397,22,12,0,6088.78,2,0
56,26984.8,320,9039,0.1164,25,5,2,6032.55,1,0
43,16079.7,610,48427,0.2879,2,2,0,4602.9,3,0
51,96067.05,733,72839,0.2866,19,9,0,4186.17,1,0
20,180446.07,670,59049,0.3566,3,13,1,5118.86,3,0
67,21550.07,377,20053,0.2934,22,6,0,20341.41,1,0
29,26847.71,841,56413,0.2278,14,5,2,6326.76,2,0
18,106262.73,584,66958,0.1571,17,5,1,11064.57,1,0
61,132448.99,439,32275,0.4067,26,4,0,16494.72,2,0
22,39483.82,581,27597,0.2227,4,1,1,5655.75,2,0
47,17337.69,557,78521,0.4575,10,6,1,18273.77,1,0
47,16808.49,659,69908,0.2318,10,1,0,49175.61,3,0
34,53393.92,739,56188,0.1375,3,10,1,7015.04,2,0
65,37457.42,569,35710,0.0885,15,2,1,5154.14,1,0
64,16308.19,433,76486,0.1847,25,7,4,16388.47,2,1
40,54387.35,403,50050,0.7039,10,13,0,10474.53,2,1
32,15511.51,394,50249,0.0993,24,1,0,9498.36,1,0
54,84669.49,779,35247,0.1399,0,8,0,21726.54,2,0
