age,annual_income,spending_score,num_purchases,account_balance,tenure_months,support_calls,region,noise_feature1,noise_feature2,true_segment
27.1,30300.0,76.2,6,407.88,83,3,3,1.206,26.817,0
18.0,37879.0,76.9,10,353.94,61,2,0,0.789,59.523,0
53.3,64806.0,45.7,3,10324.35,65,3,1,0.711,22.727,2
25.6,33560.0,79.1,5,569.69,15,0,3,0.642,20.034,0
49.4,63586.0,74.8,8,6844.32,83,1,3,-1.246,61.415,2
61.3,56614.0,62.4,5,7164.07,4,3,0,0.368,93.839,2
27.3,27916.0,69.9,4,430.87,89,1,0,-1.456,0.362,0
53.2,49518.0,44.0,9,8594.09,46,1,1,1.468,94.304,2
42.2,100962.0,26.1,15,12473.01,100,1,0,-0.114,32.477,1
32.9,53277.0,76.2,21,2330.5,8,3,2,-0.159,19.957,3
37.3,72263.0,25.9,11,13537.11,45,0,3,-0.061,42.882,1
34.7,46534.0,81.1,20,2447.32,113,5,0,1.041,99.732,3
53.6,49927.0,47.2,6,11019.02,26,0,0,-0.397,56.941,2
26.7,23863.0,78.6,4,250.4,100,1,1,1.307,91.474,0
59.7,53424.0,55.9,6,9854.97,18,3,1,-0.214,69.286,2
31.1,49285.0,79.8,21,1016.58,28,3,2,-0.835,61.919,3
56.8,57733.0,52.0,9,7679.53,97,2,0,-0.814,15.362,2
43.9,56333.0,80.4,23,2552.01,100,0,3,0.903,43.061,3
38.1,47427.0,73.8,28,2822.98,69,3,3,-0.887,51.85,3
31.5,21098.0,76.4,3,660.22,118,2,2,1.798,81.48,0
23.7,23964.0,68.0,7,662.64,100,4,2,0.39,78.834,0
58.2,66365.0,60.2,10,9143.87,51,3,2,-0.905,88.479,2
38.2,55915.0,23.0,13,16571.77,28,3,1,-2.116,82.965,1
38.9,51459.0,70.4,24,1742.87,81,6,0,-0.545,85.559,3
35.3,28387.0,80.2,16,2405.56,78,6,2,-3.402,0.376,3
29.5,85453.0,25.5,11,10615.7,57,3,0,1.007,17.859,1
25.9,26484.0,62.3,7,577.14,29,4,2,-1.16,10.261,0
45.4,43213.0,86.0,9,3623.16,53,1,3,2.183,11.157,3
45.8,61775.0,48.2,10,9740.94,79,2,1,0.665,10.58,1
33.3,47155.0,75.2,26,3278.17,67,0,3,1.633,46.442,3
33.6,69986.0,25.4,8,14215.05,3,4,2,-1.425,42.612,1
61.6,52915.0,80.6,7,6002.29,19,1,0,-0.642,40.902,2
27.2,27913.0,81.7,10,497.47,55,2,3,-0.357,21.144,0
54.1,63930.0,55.5,8,10841.27,97,1,3,0.869,43.151,2
39.8,63395.0,41.4,14,14321.42,100,2,3,0.679,12.997,1
49.9,58890.0,51.9,12,6027.73,112,2,1,-1.362,78.274,2
25.9,25248.0,85.5,8,448.87,26,3,2,1.19,80.748,0
46.4,47171.0,39.4,9,7130.09,39,1,2,-1.699,84.272,2
19.5,35013.0,88.2,18,3263.12,16,2,0,0.784,99.392,3
23.9,33909.0,84.5,5,708.07,115,1,1,0.392,3.621,0
23.7,25525.0,70.0,4,869.68,88,1,1,-0.55,56.956,0
28.8,23188.0,73.1,6,861.16,93,1,0,0.85,24.256,0
53.8,46705.0,53.9,4,6054.45,40,1,1,0.959,40.244,2
58.4,65214.0,54.3,10,5533.41,109,3,3,1.302,83.331,2
57.7,65119.0,59.6,5,3566.68,91,4,1,-0.025,23.231,2
27.7,22121.0,85.1,4,718.36,71,4,3,-0.624,88.351,0
44.3,75166.0,14.8,12,3034.38,9,2,0,0.233,75.615,1
58.3,66066.0,68.7,10,8158.67,103,1,0,-2.154,33.56,2
40.0,75848.0,19.0,12,12713.02,45,4,3,-2.318,30.967,1
41.8,51255.0,87.9,18,2681.15,119,1,0,1.607,28.424,3
26.6,33504.0,77.9,6,312.19,4,5,3,0.568,5.253,0
56.6,45044.0,41.2,6,3837.82,62,3,3,0.866,4.379,2
37.7,85071.0,43.5,7,8878.03,101,5,3,1.327,19.226,1
37.9,90459.0,17.7,17,15186.57,98,4,1,0.367,73.803,1
45.4,50999.0,54.5,9,9068.78,71,0,2,-1.791,75.027,2
52.2,59648.0,44.7,3,5121.77,68,4,2,-0.767,65.126,2
37.4,49549.0,73.2,25,2673.01,73,3,2,2.862,59.843,3
22.6,26138.0,76.1,3,806.79,2,2,1,1.074,7.825,0
18.0,35827.0,74.2,5,703.65,56,2,3,-1.46,9.788,0
54.0,46794.0,70.9,7,8976.29,55,3,2,-0.91,61.416,2
46.1,37130.0,48.3,10,8940.21,27,1,3,0.314,72.324,2
30.8,66292.0,20.4,22,8483.06,96,1,0,-0.276,13.194,1
26.7,30227.0,90.3,3,696.06,20,4,1,0.79,24.291,0
23.9,23337.0,47.6,4,0.0,57,1,3,0.704,50.678,0
36.4,48820.0,85.9,21,2984.16,119,0,3,-0.848,18.645,3
27.1,29297.0,72.1,0,428.4,85,6,0,-1.05,11.758,0
45.9,66126.0,37.2,18,11909.04,17,1,2,0.976,87.231,1
33.7,23722.0,74.4,4,528.36,42,4,0,0.344,22.477,0
36.7,81040.0,25.3,7,15243.36,43,2,2,0.313,5.359,1
22.7,30586.0,75.0,4,674.17,51,2,2,2.619,90.582,0
58.5,42636.0,67.1,9,7482.8,13,4,2,1.744,5.77,2
24.6,25462.0,88.1,2,569.18,24,4,1,1.271,73.959,0
39.7,34609.0,76.2,23,3357.5,70,2,1,0.196,88.237,3
29.5,32559.0,65.4,5,512.86,90,2,2,-0.276,38.394,0
57.1,44508.0,39.8,11,7631.8,32,2,3,-0.936,34.747,2
41.5,44631.0,86.1,28,4404.01,55,2,1,0.728,19.482,3
51.1,51475.0,51.7,11,7603.93,66,1,1,-0.707,37.8,2
58.4,54988.0,73.2,9,6698.3,5,2,1,-0.3,44.605,2
38.3,54844.0,45.8,15,18351.76,5,3,1,2.457,12.654,1
41.0,83956.0,32.3,14,11678.95,78,2,1,1.224,21.617,1
57.5,63340.0,60.2,13,8160.03,115,0,1,-0.195,37.367,2
37.9,61516.0,86.3,22,1155.6,6,5,2,-0.392,36.697,3
54.9,50216.0,59.6,6,5810.68,84,1,0,-1.259,13.891,2
55.3,49206.0,59.6,4,7772.36,34,1,0,-1.223,97.272,2
51.4,51899.0,64.0,7,9353.01,17,3,3,0.347,88.436,2
34.7,93362.0,18.0,11,19333.51,3,2,2,1.861,88.994,1
20.6,22660.0,84.6,6,226.54,55,2,1,-0.685,14.483,0
59.2,63601.0,59.2,14,6111.01,33,1,2,-0.934,48.615,2
36.4,35862.0,74.8,23,2688.41,73,5,1,-0.142,68.536,3
26.4,28333.0,97.1,2,508.27,70,1,2,-1.127,4.338,0
52.3,52008.0,30.6,7,9454.85,9,1,1,0.316,2.233,2
27.0,31942.0,83.8,4,297.03,82,2,3,-0.324,19.222,0
50.5,50921.0,67.4,2,6749.2,104,1,0,-0.139,36.822,2
27.3,19464.0,76.4,7,406.96,8,3,0,-2.763,13.264,0
30.2,84951.0,29.6,6,15342.67,81,5,0,-0.04,17.176,1
27.3,49688.0,84.2,13,2599.73,119,0,3,0.674,81.686,3
46.5,74526.0,25.1,16,10090.41,25,2,1,0.596,79.721,1
57.6,49901.0,62.5,14,6686.14,89,2,1,0.915,77.587,2
39.7,39677.0,78.0,15,2498.87,117,2,2,-1.43,24.047,3
39.9,55791.0,83.8,22,2881.46,9,1,3,-0.045,21.843,3
18.0,32396.0,97.2,6,583.96,59,1,2,0.671,88.753,0
33.0,76569.0,9.4,18,14114.56,73,0,0,-2.634,86.728,1
22.8,21889.0,80.7,6,299.7,68,1,0,0.153,36.765,0
32.2,38691.0,79.6,19,3408.72,79,3,1,-1.036,57.704,3
37.7,61614.0,90.9,14,3504.04,74,4,1,-0.964,71.563,3
62.2,49148.0,33.7,13,7384.49,15,2,1,-0.79,93.367,2
31.5,38492.0,81.8,32,4020.14,17,1,0,-1.605,5.976,3
58.3,61262.0,42.0,13,6788.37,38,1,2,-0.737,57.146,2
47.5,45053.0,39.8,7,9393.67,101,3,1,-0.051,91.693,2
18.0,26543.0,76.2,5,334.21,3,3,3,-0.398,26.173,0
31.7,40155.0,80.6,19,3365.73,19,3,0,0.253,7.604,3
18.0,33952.0,63.2,4,699.91,61,0,0,1.678,12.393,0
31.8,52742.0,87.1,18,3142.25,21,0,2,1.231,9.502,3
44.3,49990.0,86.5,16,3957.79,54,1,3,-0.127,7.405,3
58.2,58537.0,63.1,3,8958.54,54,0,2,-0.388,16.955,2
21.5,32397.0,92.7,7,178.44,103,2,2,-0.835,67.832,0
31.1,69474.0,39.2,21,22698.41,1,0,2,1.067,2.526,1
43.6,70942.0,19.4,7,9583.41,88,0,0,0.202,31.907,1
38.8,68088.0,40.1,17,7300.41,18,2,3,0.818,48.071,1
19.5,29714.0,92.7,6,541.57,81,4,3,-0.026,18.113,0
29.7,43991.0,75.3,16,6012.94,32,4,0,-1.221,12.774,3
60.0,46901.0,37.2,10,7446.8,93,4,3,-1.354,5.898,2
46.8,90904.0,29.3,14,9519.74,112,1,1,-0.723,99.858,1
46.7,84582.0,26.4,9,16628.34,66,5,1,-0.085,14.749,1
47.2,77175.0,39.1,15,16132.74,64,1,0,0.73,68.264,1
59.6,46992.0,57.6,10,6916.1,105,1,2,0.021,66.782,2
59.3,70646.0,54.1,7,7115.72,67,2,1,-0.18,60.345,2
27.5,50808.0,88.0,18,1523.8,60,2,2,1.25,76.948,3
43.7,61403.0,21.6,21,8552.93,7,2,0,-0.88,36.231,1
31.1,48500.0,93.8,23,2596.58,22,3,0,0.42,58.429,3
27.1,41875.0,69.6,16,3484.96,38,0,0,-0.63,16.767,3
23.1,22256.0,60.6,2,635.33,72,0,1,-2.136,37.551,0
41.5,33114.0,78.1,21,4608.48,99,2,2,-0.265,97.412,3
22.9,31517.0,69.2,2,565.04,68,0,3,-0.435,62.831,0
33.5,34089.0,68.2,26,3346.57,107,2,0,-0.158,17.332,3
50.2,64468.0,19.5,10,18236.09,107,1,0,0.156,92.247,1
41.1,37430.0,78.0,15,3397.08,21,3,0,1.258,42.151,3
33.9,51207.0,92.2,17,2567.63,37,0,1,-0.028,35.997,3
49.1,42325.0,73.4,17,2249.86,118,4,1,0.731,41.604,3
35.8,43924.0,83.3,19,3274.21,79,4,2,0.969,47.13,3
42.0,76081.0,28.2,16,8711.7,45,2,2,-0.797,34.768,1
21.9,29677.0,67.1,5,765.06,92,1,2,0.87,18.415,0
34.4,77762.0,14.8,12,18769.38,58,1,1,0.586,14.69,1
31.4,36369.0,70.6,7,586.78,42,0,1,-1.082,53.095,0
54.6,53779.0,40.7,10,7436.22,47,5,1,-1.534,23.475,2
33.2,101301.0,48.2,12,18527.79,69,1,2,0.374,88.731,1
31.6,36052.0,71.3,22,4155.36,33,2,1,-0.233,90.864,3
57.5,59013.0,67.7,9,7706.07,60,2,1,0.993,33.38,2
42.4,42553.0,67.6,21,2675.28,4,1,2,-0.053,17.41,3
21.8,25185.0,73.1,7,385.95,69,5,1,-3.42,77.534,0
40.1,33754.0,84.0,16,2598.01,109,1,3,0.402,10.09,3
46.2,31243.0,83.6,20,2914.28,53,2,2,-0.176,88.797,3
35.3,78419.0,21.9,18,14166.61,67,2,1,-2.097,38.792,1
58.1,60636.0,68.9,8,7729.57,55,5,3,0.524,23.441,2
43.0,40543.0,81.7,18,3315.59,85,2,2,-1.68,85.345,3
25.8,28948.0,82.6,7,283.6,70,2,1,0.37,64.331,0
53.9,63103.0,66.7,7,7355.7,75,2,3,-0.403,2.555,2
42.3,65201.0,43.5,14,15281.33,89,4,0,-0.021,96.968,1
26.2,26686.0,53.6,7,0.0,8,3,1,-1.327,98.021,0
44.0,76181.0,22.8,12,11532.79,53,0,1,0.496,84.396,1
23.3,31313.0,66.7,0,275.68,92,0,1,-0.34,83.276,0
27.8,23458.0,79.3,8,735.58,116,0,1,0.579,11.1,0
36.3,21417.0,67.2,5,125.23,65,5,0,-0.39,9.777,0
34.7,48892.0,69.2,18,3690.98,53,1,1,2.409,6.091,3
57.2,42065.0,63.7,5,8435.44,116,0,3,0.882,32.091,2
36.7,47431.0,71.9,17,2938.92,26,2,2,-0.164,21.313,3
42.0,73231.0,41.2,18,12801.87,96,2,1,-0.197,32.107,1
45.3,74096.0,42.0,10,13778.21,68,2,1,-1.211,65.734,1
49.5,53176.0,59.8,6,8494.25,111,3,2,0.45,26.795,2
40.7,79658.0,49.7,8,12312.0,24,0,2,0.231,48.571,1
25.8,25336.0,75.9,5,561.01,107,3,1,0.144,68.098,0
53.9,49998.0,68.3,8,5205.19,98,2,3,1.186,15.339,2
26.8,31700.0,74.3,5,624.14,47,7,0,0.104,99.138,0
57.4,51252.0,58.2,7,11351.96,24,0,0,-0.165,86.818,2
47.8,59718.0,70.8,8,9897.9,47,5,0,1.405,73.596,2
28.0,26505.0,91.7,4,270.67,31,1,3,0.423,98.879,0
26.1,35074.0,79.8,6,617.52,58,3,0,-0.104,8.477,0
37.8,36523.0,80.8,24,2065.2,73,2,2,0.76,5.228,3
40.6,65637.0,12.5,14,12592.69,49,0,3,0.609,25.684,1
21.0,33455.0,58.5,5,627.91,58,0,1,-0.349,33.614,0
45.1,36310.0,62.7,23,2833.34,51,2,1,-0.183,66.524,3
25.8,32620.0,72.6,4,575.6,15,2,2,0.727,99.75,0
57.2,33745.0,61.3,9,5605.04,29,0,2,-0.404,90.817,2
29.0,39068.0,77.0,15,3812.06,74,3,0,0.407,65.062,3
29.2,30922.0,63.0,5,350.72,113,4,0,0.415,20.596,0
27.3,23295.0,62.9,3,427.27,77,0,3,-1.793,55.576,0
22.2,21059.0,86.5,6,841.84,66,1,2,-0.208,75.249,0
33.1,84280.0,46.7,13,9007.45,78,0,2,1.678,79.175,1
24.4,31005.0,69.5,6,528.05,117,1,3,-0.847,98.972,0
59.6,59683.0,57.2,5,7346.06,108,3,1,-0.217,6.536,2
25.5,31912.0,68.0,5,567.52,41,2,3,0.69,94.237,0
51.7,51426.0,86.3,7,8958.43,80,2,3,0.691,16.534,2
46.1,45604.0,73.5,20,2660.21,59,2,0,1.502,63.531,3
41.1,53171.0,87.3,20,3207.35,68,1,2,-0.025,67.139,3
49.8,52040.0,48.6,11,6826.05,86,3,1,-0.657,27.175,2
41.7,69826.0,29.5,13,11662.11,30,2,2,0.164,15.684,1
48.5,61221.0,55.6,9,7224.95,85,7,3,0.133,31.139,2
56.4,64182.0,43.8,4,8473.48,119,0,2,1.877,29.616,2
36.7,73740.0,18.6,16,18305.29,104,3,0,-1.734,79.197,1
30.2,23917.0,97.5,6,172.42,8,2,3,-0.096,21.08,0
32.5,48032.0,74.3,15,3222.43,100,1,2,1.109,72.885,3
40.7,76685.0,33.2,13,13002.46,62,1,2,1.085,14.934,1
25.3,29205.0,68.4,3,409.9,15,1,0,0.318,40.264,0
40.3,54300.0,15.6,16,14099.41,74,4,0,-0.151,16.929,1
44.3,45909.0,38.9,12,13365.73,62,1,2,-0.758,92.749,1
32.3,36746.0,58.9,22,3484.24,50,0,0,0.847,80.498,3
49.3,54909.0,75.8,9,6848.45,114,4,2,0.011,1.755,2
37.7,49606.0,74.5,20,3744.36,96,2,2,-0.412,35.802,3
25.9,36350.0,73.3,6,424.56,80,3,3,1.695,34.879,0
43.4,94114.0,44.6,8,9060.99,111,1,3,-0.154,47.777,1
31.4,77047.0,46.0,8,14664.33,79,1,1,0.706,21.784,1
27.4,28154.0,75.4,6,583.89,39,4,1,1.025,53.38,0
39.7,64368.0,28.2,9,16434.56,103,1,2,-1.136,31.934,1
35.6,38021.0,76.1,22,2873.23,108,2,3,0.356,41.387,3
25.3,30641.0,64.2,8,0.0,1,2,1,1.499,41.539,0
62.0,46288.0,56.1,7,8450.91,3,3,1,-0.196,79.858,2
21.9,31534.0,75.9,5,893.05,53,1,0,-0.299,60.766,0
30.4,34336.0,51.0,4,527.61,17,0,3,0.697,33.58,0
28.5,26069.0,72.7,6,385.86,55,2,3,4.357,81.611,0
37.2,22438.0,85.3,21,3696.96,12,1,3,-2.062,26.609,3
22.2,40216.0,76.8,20,3022.95,113,3,2,-0.345,17.703,3
23.9,31061.0,73.5,22,2257.88,99,2,1,0.271,10.326,3
39.3,83430.0,10.7,17,7292.49,119,4,1,0.13,68.011,1
24.2,25048.0,80.5,4,302.58,2,4,1,1.275,28.117,0
61.6,67172.0,52.2,5,10845.88,35,1,1,0.17,41.007,2
35.1,73903.0,25.7,10,14292.74,75,1,0,-0.356,91.863,1
37.0,44356.0,82.9,21,2568.58,27,1,0,0.089,46.24,3
31.2,34023.0,67.7,8,625.27,58,5,3,1.534,23.066,0
35.3,76981.0,30.1,6,13712.19,19,2,0,-0.134,72.336,1
31.5,35668.0,72.7,4,275.74,20,0,3,0.161,74.875,0
37.8,69862.0,30.4,12,20341.01,75,2,2,1.242,99.036,1
57.2,39863.0,21.8,15,8809.54,118,6,3,0.044,11.539,2
38.2,75500.0,24.8,12,12692.25,28,2,2,0.541,27.934,1
35.8,60823.0,30.2,11,20229.41,17,2,0,-0.478,20.193,1
43.4,74208.0,35.4,14,8166.71,12,1,0,0.959,55.578,1
37.8,93822.0,48.5,13,21615.75,69,2,1,-0.411,93.365,1
28.7,45799.0,95.0,19,2226.66,39,1,1,-0.677,56.551,3
29.5,52684.0,86.8,18,3551.61,119,2,3,1.261,24.779,3
34.9,40740.0,89.5,23,3110.21,26,1,0,-0.244,39.614,3
37.1,55519.0,83.7,20,2418.58,87,2,0,-1.181,77.306,3
30.3,58940.0,45.5,17,17675.68,104,1,0,0.48,50.96,1
57.4,56528.0,46.6,12,3326.77,76,2,0,0.767,20.89,2
43.1,66477.0,25.5,13,14020.93,66,0,3,-0.684,69.638,1
41.0,67503.0,49.2,14,21787.86,71,2,2,-1.038,69.776,1
40.6,53432.0,72.2,24,3360.45,12,3,1,0.544,96.059,3
24.0,28718.0,69.6,6,441.96,107,3,0,0.685,85.369,0
42.3,46368.0,81.3,19,2230.43,75,0,0,0.205,84.767,3
43.0,83050.0,24.4,10,20889.89,24,1,0,-0.83,90.204,1
53.6,41993.0,69.7,4,5281.1,85,3,0,0.133,62.49,2
49.7,61386.0,60.3,8,6966.72,113,1,1,0.182,47.782,2
37.9,55214.0,75.7,21,2243.05,87,2,3,0.098,4.79,3
49.0,59766.0,41.9,10,3050.73,76,2,0,1.978,39.475,2
45.8,64073.0,42.8,7,6132.63,64,3,3,1.761,49.996,2
28.6,30464.0,64.2,7,793.13,45,3,2,-0.261,94.353,0
48.5,43004.0,57.9,10,5425.15,28,2,0,0.489,54.347,2
27.5,22391.0,82.7,4,367.43,112,4,2,-1.284,59.511,0
58.8,47713.0,57.7,10,8669.95,98,3,0,-1.306,63.306,2
51.9,36050.0,73.1,5,9004.01,37,2,3,-0.757,92.14,2
50.9,66275.0,63.7,7,5877.95,65,3,1,-0.417,39.432,2
18.9,34714.0,74.5,5,531.25,70,1,0,-0.699,91.488,0
18.0,26647.0,72.9,9,433.42,119,3,3,2.269,58.123,0
49.2,69557.0,62.1,9,7400.86,4,2,0,1.153,5.583,2
24.6,35158.0,79.4,4,615.16,104,2,3,-0.585,40.347,0
22.9,25103.0,59.3,7,353.98,58,2,0,-0.323,8.701,0
26.0,22444.0,73.7,5,614.91,42,1,1,0.612,21.005,0
39.8,50607.0,79.4,25,1252.74,62,2,2,-0.628,36.182,3
50.7,41356.0,59.6,9,9514.3,13,4,0,-1.17,96.156,2
35.6,68538.0,34.0,4,9726.76,19,4,2,-0.898,58.759,1
43.3,93182.0,31.4,18,19411.15,85,1,2,0.339,98.326,1
38.1,73498.0,28.3,10,11682.12,61,4,3,-0.288,30.671,1
39.7,45510.0,76.1,15,3234.89,98,1,3,-0.189,66.858,3
49.5,34900.0,48.8,19,10285.32,89,2,3,0.35,54.745,2
23.1,31563.0,82.1,5,448.24,87,1,0,0.443,39.093,0
22.4,28759.0,86.5,3,320.08,87,2,1,0.963,90.812,0
25.3,24570.0,89.9,9,593.07,6,1,1,-0.455,47.022,0
47.5,66324.0,50.4,5,7741.24,18,0,1,0.005,39.302,2
32.8,26285.0,87.6,23,1763.45,3,4,3,-0.583,24.163,3
42.7,78202.0,14.1,6,15143.29,40,3,1,-1.627,74.253,1
18.0,31828.0,60.1,0,470.99,34,3,2,-0.135,61.244,0
23.3,25607.0,73.3,6,348.95,70,2,1,-2.054,24.222,0
30.1,52561.0,82.1,16,2837.63,34,1,2,-0.282,82.059,3
49.5,71571.0,30.2,12,16234.36,45,0,1,-1.07,94.856,1
24.8,47148.0,87.2,18,3304.47,66,1,2,-0.029,68.914,3
49.8,55280.0,54.4,6,7728.38,79,2,1,1.747,42.187,2
40.2,77453.0,48.5,16,17502.95,95,1,3,-0.441,79.156,1
18.8,22512.0,84.2,4,25.83,97,2,2,0.259,55.418,0
24.4,30540.0,74.4,2,795.56,43,4,0,0.583,2.79,0
58.2,56404.0,75.6,8,9691.06,52,1,0,-0.718,65.464,2
38.1,41316.0,78.1,17,3136.57,2,1,0,0.206,75.993,3
51.7,42641.0,52.0,10,8973.05,93,2,2,0.867,28.931,2
54.0,51435.0,48.7,9,8712.59,8,0,1,-0.293,29.762,2
25.0,20714.0,77.9,2,586.08,4,4,3,1.863,32.904,0
46.9,35327.0,90.8,19,3783.44,65,2,3,2.108,67.915,3
31.5,50038.0,83.7,18,3910.41,59,5,1,-0.909,22.322,3
36.4,87670.0,27.1,7,14819.7,65,2,1,-1.121,70.961,1
36.5,45841.0,74.2,20,2150.56,111,0,1,-0.322,11.441,3
56.1,51998.0,47.1,8,8630.5,29,4,0,0.607,51.417,2
58.7,50853.0,75.1,10,7388.38,44,1,3,-0.64,75.536,2
58.1,58177.0,59.2,7,8454.08,38,1,2,-0.852,66.774,2
32.4,47141.0,71.2,29,3104.77,89,1,2,1.298,62.32,3
69.6,62921.0,71.2,6,6161.3,18,4,1,-0.959,73.263,2
34.4,27055.0,82.7,7,656.73,76,1,1,-0.277,12.162,0
50.6,93015.0,26.9,15,16694.01,11,0,1,0.711,52.943,1
40.1,50628.0,83.9,18,3735.44,5,1,2,-0.021,82.37,3
24.7,31678.0,65.8,5,310.66,61,1,1,-0.695,43.835,0
40.8,84433.0,12.5,18,17001.32,7,1,0,1.195,22.927,1
40.2,96571.0,20.9,11,12912.66,59,3,3,-0.016,9.208,1
39.6,69434.0,52.8,21,11170.34,53,1,1,0.285,84.407,1
54.9,49692.0,59.1,9,10180.62,37,3,1,0.816,93.901,2
29.0,32332.0,76.2,22,2815.77,107,2,0,0.797,62.701,3
23.0,23742.0,58.8,5,663.2,61,2,0,-1.266,0.765,0
29.4,26959.0,67.1,5,204.85,35,2,1,0.1,4.648,0
18.7,25318.0,88.0,5,823.77,117,2,0,0.38,17.195,0
39.7,34589.0,66.5,20,4748.51,33,3,1,-0.099,1.112,3
56.5,45422.0,59.2,6,9675.3,73,0,1,-1.292,51.895,2
40.7,69350.0,31.0,11,16430.65,17,7,1,0.641,27.765,1
43.8,36699.0,85.0,23,2773.0,60,1,3,-2.273,18.577,3
31.3,44056.0,74.0,22,2563.1,111,3,1,1.265,40.214,3
35.6,40671.0,82.2,18,3462.23,47,5,0,0.073,16.199,3
39.5,48965.0,86.0,27,2547.02,67,2,3,-0.527,58.857,3
40.8,70772.0,34.4,8,13298.99,104,3,1,1.3,7.731,1
53.6,45719.0,77.2,21,3086.17,17,1,2,-1.828,25.039,3
47.4,70496.0,14.8,16,12723.58,103,2,2,-0.209,9.017,1
35.9,40202.0,82.7,27,2879.22,77,5,2,2.58,89.786,3
51.6,60975.0,67.4,13,6889.75,3,2,2,0.725,31.44,2
40.5,46878.0,86.3,11,2927.62,83,1,0,0.907,75.444,3
57.0,53071.0,42.3,1,5276.71,37,1,2,-1.5,12.901,2
28.2,34455.0,59.3,6,559.06,46,1,1,0.033,77.449,0
54.4,41779.0,25.8,5,4107.73,70,2,1,-0.211,48.462,2
31.7,56222.0,88.3,21,3481.55,34,1,0,-0.646,74.522,3
38.1,50500.0,84.6,22,3952.11,99,3,3,0.885,48.792,3
32.4,20955.0,65.0,3,454.89,39,1,2,1.481,17.186,0
23.1,22764.0,66.0,3,501.14,78,2,2,0.383,12.969,0
26.3,23983.0,81.2,6,611.11,118,4,1,0.775,22.174,0
57.6,45802.0,72.2,6,11057.48,12,1,2,-0.725,46.459,2
41.3,29552.0,86.3,22,3511.84,28,0,3,-0.817,49.397,3
28.4,27164.0,70.7,3,656.21,39,1,1,0.575,48.999,0
44.7,78503.0,64.4,6,12715.58,66,3,3,1.3,60.187,2
34.0,61495.0,84.0,16,2535.61,39,0,3,-0.553,11.916,3
61.4,66166.0,62.2,7,8991.11,113,2,0,0.188,85.759,2
59.6,57456.0,69.2,9,8471.21,38,5,3,2.277,86.37,2
51.7,58595.0,65.4,7,7445.92,89,2,3,-1.597,62.085,2
55.4,30763.0,36.1,9,5196.97,91,1,1,-1.058,82.06,2
40.8,83606.0,25.5,9,9522.75,56,1,3,-2.351,19.775,1
50.9,49207.0,58.4,5,7697.38,34,0,0,-1.107,49.771,2
59.8,47983.0,52.1,6,10231.61,28,6,0,0.65,13.208,2
36.0,44846.0,71.3,21,2005.63,107,0,2,-0.6,56.428,3
50.5,51430.0,58.5,9,8071.2,106,4,2,-0.004,98.328,2
44.2,47271.0,84.5,13,4580.61,62,2,1,0.439,19.297,3
18.7,21959.0,62.8,10,411.96,46,1,0,-0.053,19.184,0
46.4,91589.0,15.3,11,12457.04,27,2,2,0.187,81.279,1
30.7,28244.0,91.9,4,570.52,73,1,2,0.707,40.391,0
23.6,33709.0,81.6,7,604.87,93,1,2,-0.28,26.645,0
47.5,52859.0,56.4,13,7242.83,72,0,3,0.758,20.554,2
36.5,57955.0,82.0,17,4387.23,118,2,1,0.339,57.137,3
18.0,38045.0,73.5,5,585.65,52,4,2,-1.108,52.656,0
37.8,83322.0,28.8,12,14906.16,103,5,2,-0.291,91.774,1
28.0,44094.0,80.9,12,4069.93,2,2,3,0.218,47.641,3
27.8,15163.0,85.3,5,280.62,81,1,1,0.316,58.632,0
63.1,60690.0,47.3,10,7675.54,103,2,1,-0.106,48.247,2
52.4,40868.0,50.0,6,3948.66,102,2,3,-0.686,85.46,2
48.3,72779.0,58.9,6,7107.95,36,2,2,-0.127,12.205,2
33.8,23849.0,56.6,6,493.7,78,3,1,1.78,43.366,0
30.4,63331.0,38.5,12,15692.59,23,0,0,0.305,86.816,1
25.6,44502.0,84.2,19,4022.72,1,4,1,0.15,3.861,3
52.2,57019.0,48.8,8,8324.26,65,1,2,0.825,75.365,2
25.8,16584.0,92.9,4,361.02,67,1,0,-0.845,26.063,0
29.6,39223.0,68.4,18,2986.39,104,1,3,-1.445,77.719,3
20.6,31807.0,79.4,2,633.62,87,2,1,-1.167,59.191,0
55.2,53660.0,66.2,9,6606.77,28,1,3,2.289,40.57,2
29.1,26729.0,56.1,5,829.99,80,1,2,0.402,78.432,0
46.1,26860.0,79.8,29,3160.74,93,0,0,-0.21,24.071,3
43.2,68546.0,25.3,11,12688.65,97,0,2,1.989,40.444,1
37.1,80991.0,28.9,10,17488.76,32,1,3,0.256,12.55,1
21.4,27981.0,82.7,6,135.98,119,3,3,0.261,18.153,0
49.9,61331.0,23.9,12,12707.89,111,1,3,-0.327,50.908,1
34.5,54649.0,78.7,19,3400.93,23,4,1,-0.921,24.351,3
33.1,58155.0,70.0,20,2968.95,47,3,3,1.648,14.525,3
46.8,67893.0,30.7,8,18136.68,47,4,0,0.401,43.464,1
39.3,68534.0,43.6,9,15096.04,46,3,0,0.984,17.453,1
57.0,53669.0,58.7,6,10510.81,117,0,0,-1.095,88.082,2
33.6,42384.0,81.7,22,3645.64,33,1,3,-0.467,88.757,3
54.4,46383.0,62.1,11,9863.49,119,1,3,1.439,90.781,2
40.9,69455.0,16.6,10,11876.79,42,3,0,0.801,96.147,1
